iter	Logloss
0	0.5011964938
1	0.3735766907
2	0.2774945458
3	0.1991393808
4	0.1431989719
5	0.1046140833
6	0.07673512615
7	0.05688864275
8	0.04280476761
9	0.03225022381
10	0.02466571301
11	0.01894708518
12	0.01471349561
13	0.01155249919
14	0.009130130202
15	0.007330632169
16	0.005914171211
17	0.004804241335
18	0.00394275399
19	0.003276571404
20	0.00273105776
21	0.002298455313
22	0.001953250891
23	0.001666387809
24	0.001415031848
25	0.001218152597
26	0.001057632579
27	0.0009300092861
28	0.0008181961573
29	0.0007240062281
30	0.0006474643316
31	0.0005763604091
32	0.0005195508948
33	0.0004730845108
34	0.0004296411675
35	0.0003921439975
36	0.0003560040155
37	0.0003272140173
38	0.0003041388728
39	0.0002761415344
40	0.0002549481468
41	0.0002351320676
42	0.0002153087155
43	0.0001999305541
44	0.0001838186053
45	0.0001838147935
46	0.0001838006352
47	0.0001838006352
48	0.0001838019128
49	0.0001837922758
50	0.0001837930133
51	0.0001837884354
52	0.0001837991177
53	0.0001837974751
54	0.0001837940856
55	0.0001837980595
56	0.0001837980595
57	0.0001837808633
58	0.0001837732935
59	0.0001692739405
60	0.0001692778183
61	0.0001692774313
62	0.0001692800267
63	0.0001692548744
64	0.0001692674943
65	0.0001692670925
66	0.0001692666514
67	0.000169261283
68	0.000169261283
69	0.0001692600439
70	0.0001692438719
71	0.0001692558014
72	0.0001692546546
73	0.0001692546546
74	0.0001692534056
75	0.0001692410807
76	0.000169261846
77	0.0001692496028
78	0.0001692599275
79	0.0001692519564
80	0.0001692519564
81	0.0001692317481
82	0.0001692436534
83	0.0001692436534
84	0.0001692359541
85	0.0001692255323
86	0.0001692227726
87	0.0001692215763
88	0.0001692100447
89	0.0001692100447
90	0.0001692176982
91	0.0001692052643
92	0.0001692144337
93	0.0001692036724
94	0.0001692264329
95	0.0001692106342
96	0.0001691985364
97	0.0001691985364
98	0.0001692086872
99	0.0001691977862
100	0.0001692046595
101	0.0001692007824
102	0.000169204992
103	0.0001691906637
104	0.0001691906637
105	0.0001691912249
106	0.0001692016789
107	0.0001692016789
108	0.0001691967693
109	0.000169189048
110	0.0001691920681
111	0.0001691920681
112	0.0001692047984
113	0.0001691819406
114	0.0001691850442
115	0.0001691984028
116	0.0001691773165
117	0.0001691836671
118	0.0001691791857
119	0.000169188327
120	0.0001691932548
121	0.0001691749416
122	0.0001691936513
123	0.0001691746895
124	0.000159995789
125	0.0001600011353
126	0.000160003444
127	0.0001599920207
128	0.0001599998944
129	0.0001599998944
130	0.0001599998944
131	0.0001599998944
132	0.0001599998944
133	0.0001599908065
134	0.0001599908065
135	0.0001599908065
136	0.0001600017609
137	0.0001599854292
138	0.0001599905095
139	0.0001599905095
140	0.0001599905095
141	0.0001599834577
142	0.0001599865104
143	0.0001599851577
144	0.0001599851577
145	0.0001599864463
146	0.0001599858156
147	0.0001600020546
148	0.0001600020546
149	0.0001599825391
150	0.0001599953301
151	0.0001599919739
152	0.0001599817069
153	0.0001599843775
154	0.0001599619745
